loss,mae,rmse,val_loss,val_mae,val_rmse,learning_rate
54569.48046875,217.61929321289062,233.60037231445312,35100.3671875,173.1571044921875,187.34913635253906,0.004999999888241291
16213.365234375,106.80726623535156,127.32764434814453,7008.71484375,73.94883728027344,83.70934295654297,0.004999999888241291
5296.6748046875,53.51866149902344,72.76473999023438,2530.9716796875,40.42205810546875,50.28407287597656,0.004999999888241291
5647.25830078125,54.51252365112305,75.12811279296875,3039.600341796875,44.841346740722656,55.09895706176758,0.004999999888241291
7687.52490234375,65.3991928100586,87.6505126953125,4990.73974609375,60.26914978027344,70.59945678710938,0.004999999888241291
12053.6611328125,90.94937896728516,109.74951171875,9471.32421875,85.70016479492188,97.26274871826172,0.004999999888241291
16014.9990234375,111.49259948730469,126.49443054199219,13453.107421875,107.16877746582031,115.91372680664062,0.004999999888241291
17082.189453125,116.91447448730469,130.62196350097656,12953.103515625,102.7808837890625,113.70988464355469,0.004999999888241291
13414.0283203125,102.09754943847656,115.70538330078125,9068.1181640625,84.06388854980469,95.07147979736328,0.004999999888241291
9744.0537109375,85.61852264404297,98.54582214355469,7377.2021484375,75.9760971069336,85.68051147460938,0.004999999888241291
7134.59619140625,71.34172058105469,84.23419189453125,5179.89990234375,61.34337615966797,71.67668914794922,0.004999999888241291
3858.235595703125,46.24247360229492,61.75810241699219,2189.38525390625,36.92021179199219,46.302337646484375,0.004999999888241291
2264.2119140625,37.645111083984375,47.08758544921875,2218.75927734375,37.15958023071289,46.58635330200195,0.004999999888241291
2062.6083984375,35.87126541137695,44.8636589050293,1763.1932373046875,32.98744201660156,41.37675476074219,0.004999999888241291
1909.3289794921875,34.49666213989258,43.09471893310547,1746.8555908203125,32.822227478027344,41.15639114379883,0.004999999888241291
1800.9305419921875,33.51241683959961,41.80128860473633,1758.1678466796875,33.14446258544922,41.280460357666016,0.004999999888241291
1789.982421875,33.41062927246094,41.65846633911133,1620.657958984375,31.677478790283203,39.56858444213867,0.004999999888241291
1796.0174560546875,33.502220153808594,41.72298812866211,1671.355712890625,32.202213287353516,40.19855499267578,0.004999999888241291
1788.3114013671875,33.39500427246094,41.623680114746094,1647.608642578125,31.95731544494629,39.89439392089844,0.004999999888241291
1810.2998046875,33.63771057128906,41.87837600708008,1684.8299560546875,32.47521209716797,40.34709930419922,0.004999999888241291
1787.263671875,33.372615814208984,41.59197998046875,1659.056884765625,31.986433029174805,40.016090393066406,0.004999999888241291
1843.0103759765625,33.839900970458984,42.24734878540039,1773.0296630859375,33.109283447265625,41.406494140625,0.004999999888241291
1822.1832275390625,33.68173599243164,41.99147033691406,2005.1317138671875,35.12325668334961,44.11162185668945,0.004999999888241291
1832.2353515625,33.75096893310547,42.101844787597656,1683.8001708984375,32.28398895263672,40.29586410522461,0.004999999888241291
1836.158447265625,33.7877311706543,42.13937759399414,1698.2501220703125,32.40830993652344,40.46550369262695,0.004999999888241291
1849.244384765625,33.87744903564453,42.28544998168945,1782.5025634765625,33.110931396484375,41.48421096801758,0.004999999888241291
1839.1514892578125,33.838279724121094,42.15737533569336,1732.438720703125,32.693668365478516,40.867584228515625,0.004999999888241291
1769.254150390625,33.208927154541016,41.31283187866211,1901.7266845703125,34.5410041809082,42.883583068847656,0.0024999999441206455
1784.3626708984375,33.35099792480469,41.48989486694336,1841.0718994140625,33.98367691040039,42.1654052734375,0.0024999999441206455
1804.2708740234375,33.50358200073242,41.72383499145508,1837.552978515625,33.93377685546875,42.11802673339844,0.0024999999441206455
1793.8157958984375,33.4290657043457,41.592628479003906,1842.1510009765625,33.97572708129883,42.16688919067383,0.0024999999441206455
1815.4195556640625,33.561607360839844,41.84553909301758,1849.1982421875,34.05168151855469,42.24427795410156,0.0024999999441206455
1842.324951171875,33.79391860961914,42.159908294677734,1802.2132568359375,33.59239196777344,41.678497314453125,0.0024999999441206455
1830.070556640625,33.72476577758789,42.00796127319336,1875.5906982421875,34.26765441894531,42.543216705322266,0.0024999999441206455
1817.38720703125,33.575477600097656,41.85036849975586,1742.182861328125,32.990413665771484,40.93859100341797,0.0024999999441206455
1841.0050048828125,33.81085968017578,42.12466812133789,1735.8934326171875,32.93690872192383,40.85429000854492,0.0024999999441206455
1849.9764404296875,33.876224517822266,42.22392654418945,1722.8028564453125,32.79094696044922,40.68666458129883,0.0024999999441206455
1717.8955078125,32.715179443359375,40.624229431152344,1692.819580078125,32.46018600463867,40.312278747558594,0.0012499999720603228
1722.8946533203125,32.77922821044922,40.68128967285156,1775.9854736328125,33.286136627197266,41.32648468017578,0.0012499999720603228
1720.35107421875,32.75751876831055,40.645381927490234,1817.8345947265625,33.685726165771484,41.824974060058594,0.0012499999720603228
1729.6798095703125,32.81175994873047,40.75477600097656,1804.870361328125,33.55620193481445,41.66450881958008,0.0012499999720603228
1734.9022216796875,32.85901641845703,40.81349563598633,1756.424560546875,33.0582389831543,41.07355880737305,0.0012499999720603228
1750.46533203125,33.01863098144531,40.99800109863281,1743.8316650390625,32.96730041503906,40.914207458496094,0.0012499999720603228
1741.7706298828125,32.91553497314453,40.88602066040039,1729.433837890625,32.8347053527832,40.73197937011719,0.0012499999720603228
1755.220703125,33.04573059082031,41.04424285888672,1762.90869140625,33.166751861572266,41.13478088378906,0.0012499999720603228
1753.876708984375,33.02113342285156,41.02165603637695,1716.680908203125,32.697078704833984,40.562461853027344,0.0012499999720603228
1770.27783203125,33.18168640136719,41.2147102355957,1784.78662109375,33.33206558227539,41.387271881103516,0.0012499999720603228
